"title","author","url","description","subjects"
"The Twilight of the Idols; or, How to Philosophize with the Hammer. The Antichrist","Friedrich Wilhelm Nietzsche","https://www.gutenberg.org/ebooks/52263","Free kindle book and epub digitized and proofread by volunteers.","[]"
"How to Observe: Morals and Manners","Harriet Martineau","https://www.gutenberg.org/ebooks/33944","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Elementary Forms of the Religious Life","Émile Durkheim","https://www.gutenberg.org/ebooks/41360","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Thousand and One Nights, Vol. I.","Unknown","https://www.gutenberg.org/ebooks/34206","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Struwwelpeter: Merry Stories and Funny Pictures","Heinrich Hoffmann","https://www.gutenberg.org/ebooks/12116","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The City of God, Volume I","Bishop of Hippo Saint Augustine","https://www.gutenberg.org/ebooks/45304","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Christmas Carol","Charles Dickens","https://www.gutenberg.org/ebooks/24022","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Egyptian Book of the dead","Unknown","https://www.gutenberg.org/ebooks/69566","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The History of the Decline and Fall of the Roman Empire","Edward Gibbon","https://www.gutenberg.org/ebooks/25717","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The murder of Roger Ackroyd","Agatha Christie","https://www.gutenberg.org/ebooks/69087","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The three musketeers","Alexandre Dumas and Auguste Maquet","https://www.gutenberg.org/ebooks/1257","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Complete Dictionary of Synonyms and Antonyms","Samuel Fallows","https://www.gutenberg.org/ebooks/51155","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Lady of the Lake","Walter Scott","https://www.gutenberg.org/ebooks/3011","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Pickwick Papers","Charles Dickens","https://www.gutenberg.org/ebooks/580","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Around the World in Eighty Days","Jules Verne","https://www.gutenberg.org/ebooks/103","Free kindle book and epub digitized and proofread by volunteers.","[]"
"施公案 (Chinese)","Anonymous","https://www.gutenberg.org/ebooks/23825","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Don Juan","Baron George Gordon Byron Byron","https://www.gutenberg.org/ebooks/21700","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Prince and the Pauper","Mark Twain","https://www.gutenberg.org/ebooks/1837","Free kindle book and epub digitized and proofread by volunteers.","[]"
"How to Live on 24 Hours a Day","Arnold Bennett","https://www.gutenberg.org/ebooks/2274","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Lives of the Twelve Caesars, Complete","Suetonius","https://www.gutenberg.org/ebooks/6400","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Happy Prince, and Other Tales","Oscar Wilde","https://www.gutenberg.org/ebooks/902","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Marriage of Heaven and Hell","William Blake","https://www.gutenberg.org/ebooks/45315","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Phaedrus","Plato","https://www.gutenberg.org/ebooks/1636","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Ten Books on Architecture","Vitruvius Pollio","https://www.gutenberg.org/ebooks/20239","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The History of Don Quixote, Volume 1, Complete","Miguel de Cervantes Saavedra","https://www.gutenberg.org/ebooks/5921","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Anabasis","Xenophon","https://www.gutenberg.org/ebooks/1170","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Psyche: The Cult of Souls and Belief in Immortality among the Greeks","Erwin Rohde","https://www.gutenberg.org/ebooks/66555","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Birth of Tragedy; or, Hellenism and Pessimism","Friedrich Wilhelm Nietzsche","https://www.gutenberg.org/ebooks/51356","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Macbeth","William Shakespeare","https://www.gutenberg.org/ebooks/1533","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Twelve Years a Slave","Solomon Northup","https://www.gutenberg.org/ebooks/45631","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Three men in a boat (to say nothing of the dog)","Jerome K. Jerome","https://www.gutenberg.org/ebooks/308","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Story of a Life","J. Breckenridge Ellis","https://www.gutenberg.org/ebooks/37677","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Three Hundred Tang Poems, Volume 1 (Chinese)","Various","https://www.gutenberg.org/ebooks/20968","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar","Maurice Leblanc","https://www.gutenberg.org/ebooks/6133","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Anabasis of Alexander :  or, The history of the wars and conquests of Alexander the Great","Arrian","https://www.gutenberg.org/ebooks/46976","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Lady with the Dog and Other Stories","Anton Pavlovich Chekhov","https://www.gutenberg.org/ebooks/13415","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Sign of the Four","Arthur Conan Doyle","https://www.gutenberg.org/ebooks/2097","Free kindle book and epub digitized and proofread by volunteers.","[]"
"王陽明全集 (Chinese)","Yangming Wang","https://www.gutenberg.org/ebooks/25142","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Memoirs of the Conquistador Bernal Diaz del Castillo, Vol 1 (of 2)","Bernal Díaz del Castillo","https://www.gutenberg.org/ebooks/32474","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Chaucer's Works, Volume 4 — The Canterbury Tales (Middle English (1100-1500))","Geoffrey Chaucer","https://www.gutenberg.org/ebooks/22120","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences","René Descartes","https://www.gutenberg.org/ebooks/59","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Red Record","Ida B. Wells-Barnett","https://www.gutenberg.org/ebooks/14977","Free kindle book and epub digitized and proofread by volunteers.","[]"
"An Enquiry Concerning Human Understanding","David Hume","https://www.gutenberg.org/ebooks/9662","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Life on the Mississippi","Mark Twain","https://www.gutenberg.org/ebooks/245","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Invisible Man: A Grotesque Romance","H. G. Wells","https://www.gutenberg.org/ebooks/5230","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Leaves of Grass","Walt Whitman","https://www.gutenberg.org/ebooks/1322","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Consolation of Philosophy","Boethius","https://www.gutenberg.org/ebooks/14328","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Perpetual Peace: A Philosophical Essay","Immanuel Kant","https://www.gutenberg.org/ebooks/50922","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Mosses from an old manse","Nathaniel Hawthorne","https://www.gutenberg.org/ebooks/512","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Ladies' Book of Etiquette, and Manual of Politeness","Florence Hartley","https://www.gutenberg.org/ebooks/35123","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Three Ghost Stories","Charles Dickens","https://www.gutenberg.org/ebooks/1289","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Idiot","Fyodor Dostoyevsky","https://www.gutenberg.org/ebooks/2638","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Cask of Amontillado","Edgar Allan Poe","https://www.gutenberg.org/ebooks/1063","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Monkey's Paw","W. W. Jacobs","https://www.gutenberg.org/ebooks/12122","Free kindle book and epub digitized and proofread by volunteers.","[]"
"White Fang","Jack London","https://www.gutenberg.org/ebooks/910","Free kindle book and epub digitized and proofread by volunteers.","[]"
"中國小說史略 (Chinese)","Xun Lu","https://www.gutenberg.org/ebooks/25559","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The First Book of Adam and Eve","Rutherford Hayes Platt","https://www.gutenberg.org/ebooks/398","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Roget's Thesaurus of English Words and Phrases","Peter Mark Roget","https://www.gutenberg.org/ebooks/10681","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Return of Sherlock Holmes","Arthur Conan Doyle","https://www.gutenberg.org/ebooks/108","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Ethan Frome","Edith Wharton","https://www.gutenberg.org/ebooks/4517","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Decameron of Giovanni Boccaccio","Giovanni Boccaccio","https://www.gutenberg.org/ebooks/23700","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Jewish State","Theodor Herzl","https://www.gutenberg.org/ebooks/25282","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Vanity Fair","William Makepeace Thackeray","https://www.gutenberg.org/ebooks/599","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Twenty-Five Ghost Stories","Unknown","https://www.gutenberg.org/ebooks/53419","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Republic of Plato","Plato","https://www.gutenberg.org/ebooks/55201","Free kindle book and epub digitized and proofread by volunteers.","[]"
"灵历集光 (Chinese)","Shangjie Song","https://www.gutenberg.org/ebooks/25716","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Nicholas Nickleby","Charles Dickens","https://www.gutenberg.org/ebooks/967","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Studies in the Psychology of Sex, Volume 1","Havelock Ellis","https://www.gutenberg.org/ebooks/13610","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Anthem","Ayn Rand","https://www.gutenberg.org/ebooks/1250","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Lives of the Poets of Great Britain and Ireland (1753) Volume II.","Theophilus Cibber","https://www.gutenberg.org/ebooks/16469","Free kindle book and epub digitized and proofread by volunteers.","[]"
"On the Duty of Civil Disobedience","Henry David Thoreau","https://www.gutenberg.org/ebooks/71","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Bartleby, the Scrivener: A Story of Wall-Street","Herman Melville","https://www.gutenberg.org/ebooks/11231","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Up from Slavery: An Autobiography","Booker T. Washington","https://www.gutenberg.org/ebooks/2376","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Midsummer Night's Dream","William Shakespeare","https://www.gutenberg.org/ebooks/1514","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Tempest","William Shakespeare","https://www.gutenberg.org/ebooks/23042","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Last of the Mohicans; A narrative of 1757","James Fenimore Cooper","https://www.gutenberg.org/ebooks/940","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Die Verwandlung (German)","Franz Kafka","https://www.gutenberg.org/ebooks/22367","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Rizal's own story of his life","José Rizal","https://www.gutenberg.org/ebooks/48438","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Sea-Gull","Anton Pavlovich Chekhov","https://www.gutenberg.org/ebooks/1754","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Rape of the Lock, and Other Poems","Alexander Pope","https://www.gutenberg.org/ebooks/9800","Free kindle book and epub digitized and proofread by volunteers.","[]"
