title,author,url,description,subjects,categories,avg_rating,ratings_count,publisher,published_date,page_count,isbn10,isbn13,language,description_long,unique_id
The Deadly Past,christopher pike,,,,Dinosaurs,,,,1996,118.0,0340661232,9780340661239,,,4111218549621211636
No Go the Bogeyman,marina warner,,"Examines the figure of the bogeyman, monster and other figures of male terror in literature, mythology, folk tale, jokes and lullaby.",,Art,,,,1998,472.0,,No Go the Bogeymanmarina warner,,,-5781030435273980789
The Last Kids on Earth,max brallier,,"""After a monster apocalypse hits town, average thirteen-year-old Jack Sullivan builds a team of friends to help slay the eerily intelligent monster known as Blarg""--",,Juvenile Fiction,5.0,3.0,Viking Books for Young Readers,2015-10-13,248.0,0670016616,9780670016617,,,2374273413370149366
Hollowland,amanda hocking,,Hollowland - the first book in the young adult dystopian series The Hollows.,,Horror,,,,2010,,,Hollowlandamanda hocking,,,6421962073431170648
Doctor Sleep,stephen king,,"On highways across America, a tribe of people called The True Knot travel in search of sustenance. But as Dan Torrance knows, and spunky twelve-year-old Abra Stone learns, The True Knot are quasi-immortal, living off the steam that children with the shining produce when they are slowly tortured to death",,Families,,,Hodder & Stoughton Limited,2013,0.0,1444761161,9781444761160,,,-8173456197844296365
The Deadly Doll,janine burke,,"When Claudine's family receives in the mail a beautiful old French doll that has been in the family for generations, no one anticipates its malevolent intentions.",,Juvenile Fiction,,,Capstone,2008,86.0,1598898582,9781598898583,,,-3535522137074856422
Ticktock,dean ray koontz,,"Detective novelist Tommy Phan comes home to find a strange doll on his doorstep. That night, something terrifying breaks out of the doll and begins to follow Tommy wherever he goes.",,"California, Southern",,,,1997,0.0,034538430X,9780345384300,,,-8438447172009277773
Il Convito: The Banquet of Dante Alighieri,"dante alighieri, elizabeth price sayer",,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",,History,,,Sagwan Press,2015-08-26,290.0,1340367483,9781340367480,,,-7427193651052938303
Meditations,marcus aurelius,,"Written in Greek, without any intention of publication, by the only Roman emperor who was also a philosopher, the Meditations of Marcus Aurelius (AD 121-180) offer a remarkable series of challenging spiritual reflections and exercises developed as the emperor struggled to understand himself and make sense of the universe. Ranging from doubt and despair to conviction and exaltation, they cover such diverse topics as the nature of moral virtue, human rationality, divine providence, and Marcus' own emotions.",,,,,,2017-06-21,90.0,1548249254,9781548249250,,,-6437790776726592068
Love 2.0,"barbara l. fredrickson, ph.d.",,"In this groundbreaking relationship book, positive emotions expert Barbara L. Fredrickson gives us an entirely new way of understanding love and appreciating its benefits. “A radically new conception of love.”—The Atlantic Even more than happiness and optimism, love holds the key to improving our mental and physical health as well as lengthening our lives. Using research from her own lab, Barbara L. Fredrickson redefines love not as a stable behemoth, but as micro-moments of connection between people—even strangers. She demonstrates that our capacity for experiencing love can be measured and strengthened in ways that improve our health and longevity. Finally, she introduces us to informal and formal practices to unlock love in our lives, generate compassion, and even self-soothe. Rare in its scope and ambitious in its message, Love 2.0 will reinvent how you look at and experience our most powerful emotion. “I wish I had known years ago about...Barbara Fredrickson...In particular her theory that accumulating ‘micro-moments of positivity,’ like my daily interaction with children, can, over time, result in greater overall well-being.”—Jane Brody, The New York Times",,Psychology,,,Penguin,2013-01-24,170.0,1101609842,9781101609842,,,-1379922705482550624
Jung on Death and Immortality,c. g. jung,,"""As a doctor, I make every effort to strengthen the belief in immortality, especially with older patients when such questions come threateningly close. For, seen in correct psychological perspective, death is not an end but a goal, and life's inclination towards death begins as soon as the meridian is past.""--C.G. Jung, commentary on The Secret of the Golden Flower ? Here collected for the first time are Jung's views on death and immortality, his writings often coinciding with the death of the most significant people in his life. The book shows many of the major themes running throughout the writings, including the relativity of space and time surrounding death, the link between transference and death, and the archetypes shared among the world's religions at the depths of the Self. The book includes selections from ""On Resurrection,"" ""The Soul and Death,"" ""Concerning Rebirth,"" ""Psychological Commentary on The Tibetan Book of the Dead"" from the Collected Works, ""Letter to Pastor Pfafflin"" from Letters, and ""On Life after Death.""",,Family & Relationships,,,Princeton University Press,1999-10-24,177.0,069100675X,9780691006758,,,384777083356621910
Think and Grow Rich Superset,napoleon hill,,,,Biography & Autobiography,,,Macmillan,2008-04-29,362.0,1932429360,9781932429367,,,8627511283808830935
Creative Unity,rabindranath tagore,,"CIVILITY is beauty of behaviour. It requires for its perfection patience, self-control, and anenvironment of leisure. For genuine courtesy is a creation, like pictures, like music. It is aharmonious blending of voice, gesture and movement, words and action, in whichgenerosity of conduct is expressed. It reveals the man himself and has no ulterior purpose.Our needs are always in a hurry. They rush and hustle, they are rude andunceremonious; they have no surplus of leisure, no patience for anything else but fulfilmentof purpose. We frequently see in our country at the present day men utilising emptykerosene cans for carrying water. These cans are emblems of discourtesy; they are curt andabrupt, they have not the least shame for their unmannerliness, they do not care to be everso slightly more than useful.The instruments of our necessity assert that we must have food, shelter, clothes, comforts and convenience. And yet men spend an immense amount of their time andresources in contradicting this assertion, to prove that they are not a mere living catalogueof endless wants; that there is in them an ideal of perfection, a sense of unity, which is aharmony between parts and a harmony with surroundings.The quality of the infinite is not the magnitude of extension, it is in the Advaitam, themystery of Unity. Facts occupy endless time and space; but the truth comprehending themall has no dimension; it is One. Wherever our heart touches the One, in the small or the big, it finds the touch of the infinite.I was speaking to some one of the joy we have in our personality. I said it was becausewe were made conscious by it of a spirit of unity within ourselves. He answered that he hadno such feeling of joy about himself, but I was sure he exaggerated. In all probability he hadbeen suffering from some break of harmony between his surroundings and the spirit ofunity within him, proving all the more strongly its truth. The meaning of health comeshome to us with painful force when disease disturbs it; since health expresses the unity ofthe vital functions and is accordingly joyful. Life's tragedies occur, not to demonstrate theirown reality, but to reveal that eternal principle of joy in life, to which they gave a rudeshaking. It is the object of this Oneness in us to realise its infinity by perfect union of lovewith others. All obstacles to this union create misery, giving rise to the baser passions thatare expressions of finitude, of that separateness which is negative and therefore máyá.The joy of unity within ourselves, seeking expression, becomes creative; whereas ourdesire for the fulfilment of our needs is constructive. The water vessel, taken as a vesselonly, raises the question, ""Why does it exist at all?"" Through its fitness of construction, itoffers the apology for its existence. But where it is a work of beauty it has no question toanswer; it has nothing to do, but to be. It reveals in its form a unity to which all that seemsvarious in it is so related that, in a mysterious manner, it strikes sympathetic chords to themusic of unity in our own being.",,,,,,2020-06-07,94.0,,9798651883196,,,-4982536598872506912
How to Prepare Your Curriculum Vitae,"acy jackson, kathleen geckeis",,"The curriculum vitae, a resume of educational and work background, is essential for undergraduates applying to graduate and professional schools. Now revised and updated, How to Prepare Your Curriculum Vitae helps readers to analyze their academic career and create the best ""academic resume"" possible. Features: A new chapter on crafting international CVs Sample CVs, including scannable and international Extensive appendix material with a comprehensive list of action verbs and a bibliography of style books and manuals",,Business & Economics,3.5,2.0,McGraw Hill Professional,2003-03-22,194.0,0071426264,9780071426268,,,-8227280144253142744
Child Sexual Abuse and the Catholic Church,marie keenan,,"A meticulously researched inside look at child sexual abuse by clergy, this exhaustive, hard-hitting analysis weaves together interviews with abusive priests and church historical and administrative details to propose a new way of thinking about clerical sexual offenders. Linking the personal and the institutional, researcher and therapist Marie Keenan locates the problem of child sexual abuse not exclusively in individual pathology, but also within larger systemic factors, such as the very institution of priesthood itself, the Catholic take on sexuality, clerical culture, power relations, governance structures of the Catholic Church, the process of formation for priesthood and religious life, and the complex manner in which these factors coalesce to create serious institutional risks for boundary violations, including child sexual abuse. Keenan draws on the priests' own words not to excuse their horrific crimes, but to offer the first in-depth account of a tragic, multi-faceted phenomenon. What emerges is a troubling portrait of a Church in crisis and a series of recommendations that call for nothing less than a new ecclesiology and a new, more critical theology. Only through radical institutional reform, Keenan argues, can a more representative and accountable Church emerge. Child Sexual Abuse and the Catholic Church is a unique reference for scholars of the Church and therapists who work with both victims and offenders, as well as a forward-thinking blueprint for reform.",,Family & Relationships,,,Oxford University Press,2013-07-18,386.0,0199328978,9780199328970,,,8980419607642054098
The Numerology of the I Ching,taoist master alfred huang,,"The first book to cover the complete Taoist teachings on form, structure, and symbol in the I Ching. • Provides many new patterns and diagrams for visualizing the layout of the 64 hexagrams. • Includes advanced teachings on the hosts of the hexagrams, the mutual hexagrams, and the core hexagrams. • Written by Taoist Master Alfred Huang, author of The Complete I Ching. The Numerology of the I Ching is the first book to bring the complete Taoist teachings on form, structure, and symbol in the I Ching to a Western audience, and it is a natural complement to Alfred Huang's heralded Complete I Ching. It examines not only the classic circular arrangement of the eight trigrams but also the hidden numerology in this arrangement and its relationship to tai chi and the Chinese elements. Huang explains the binary code underlying the I Ching, the symbolism behind the square diagram of all 64 hexagrams, and Fu Xi's unique circular layout of the 64 hexagrams, completely unknown in the West. Entire chapters are devoted to such vital material as the hosts of the hexagrams, the mutual hexagrams, and the core hexagrams--all barely hinted at in previous versions of the I Ching. With appendices listing additional symbolism for each hexagram, formulas for easily memorizing the Chinese names of the sixty-four hexagrams, and much more, The Numerology of the I Ching is a must for serious I Ching students.",,"Body, Mind & Spirit",,,Simon and Schuster,2000-07-01,176.0,1594775664,9781594775666,,,253088198302242118
Peace Is Every Breath,thich nhat hanh,,"“Among Buddhist leaders influential in the West, Thich Nhat Hanh ranks second only to the Dalai Lama.” —New York Times “Thich Nhat Hanh is a holy man…. His ideas for peace, if applied, would build a monument to ecumenism, to world brotherhood, to humanity.” —Martin Luther King, Jr., nominating Thich Nhat Hanh for the Nobel Peace Prize in 1967. In this much-anticipated follow-up to his bestselling classic, Peace Is Every Step, Thich Nhat Hanh—one of the most revered spiritual leaders in the world today—offers an insightful guide to living a fuller life. In this deeply insightful meditation, the world-renowned Vietnamese Zen Buddhist master, poet, scholar, and peace activist illuminates how each of us can incorporate the practice of mindfulness into our every waking moment. In the tradition of The Art of Happiness and Living Buddha, Living Christ, Thich Nhat Hanh’s Peace Is Every Breath opens a pathway to greater spiritual fulfillment through its patient examination of how we live our lives.",,Philosophy,,,Harper Collins,2011-02-15,113.0,0062074490,9780062074492,,,5320270630490266910
Sahaja Yoga,shri mataji nirmala devi,,"Shri Mataji writes that ""India is a very ancient country and it has been blessed by many seers and saints who wrote treatises about reality and guidelines on how to achieve it."" This is just such a book. This book is both an introduction to Sahaja Yoga, describing the nature of the subtle reality within each of us, and a step-by-step handbook on how to be a good Sahaja Yogi, the nature of Sahaj culture, how to be a leader and how to raise children. ""The knowledge of Sahaja Yoga cannot be described in a few sentences or one small book, but one should understand that all this great work of creation and evolution is done by some great subtle organization, which is in the great divine form.""",,Self-Help,,,,2018-05-26,0.0,1716960045,9781716960048,,,-2475489253881677878
Bipolar II Disorder,gordon parker,,"Now in its third edition, this book is the only academic and clinical management review focusing entirely on bipolar II, scrutinizing history, epidemiology, burden and neurobiology and including an extensive clinical debate by international experts about effective management strategies.",,Medical,,,Cambridge University Press,2019-01-03,323.0,1108414117,9781108414111,,,-1151255976551131871
Why We Do What We Do,"edward l. deci, richard flaste",,"What motivates us as students, employees, and individuals? If you reward your children for doing their homework, they will usually respond by getting it done. But is this the most effective method of motivation? No, says psychologist Edward L. Deci, who challenges traditional thinking and shows that this method actually works against performance. The best way to motivate people—at school, at work, or at home—is to support their sense of autonomy. Explaining the reasons why a task is important and then allowing as much personal freedom as possible in carrying out the task will stimulate interest and commitment, and is a much more effective approach than the standard system of reward and punishment. We are all inherently interested in the world, argues Deci, so why not nurture that interest in each other? Instead of asking, ""How can I motivate people?"" we should be asking, ""How can I create the conditions within which people will motivate themselves?"" ""An insightful and provocative meditation on how people can become more genuinely engaged and succesful in pursuing their goals."" —Publisher's Weekly",,Self-Help,,,National Geographic Books,1996-08-01,0.0,0140255265,9780140255263,,,-8514811351103366447
How to Instantly Connect with Anyone: 96 All-New Little Tricks for Big Success in Relationships,leil lowndes,,"This sequel to Leil’s international top selling “How to Talk to Anyone” makes you a master communicator with 96 all new cutting-edge communication “Little Tricks” for big success in business and social relationships—in person, by email, and on the phone. It has been praised as the 21st century version of “How to Win Friends and Influence People,” and was nominated one of the five best books in psychology by “Books for a Better Life!” The author introduces the psychologically sound concept, “Emotional Prediction” or E.P. which you can employ with everyone. Here are the ten sections of the book: 7 Little Tricks to Make a Great Impression Before People Even Meet You 11 Little Tricks to Take the “Hell” Out of “Hello,” and Put the “Good” in “Good-bye” 12 Little Tricks to Develop an Extraordinary Gift of Gab 10 Little Tricks to Actually Enjoy Parties 5 Little Tricks to Handle the Good, the Bad, and the Bummers 12 Little Tricks to Avoid the 13 Most Common Dumb Things You Should NEVER Say or Do 13 Little Tricks to be a Cool Communicator 11 Little Tricks to Give Your E-Mail Today’s Personality and Tomorrow’s Professionalism 10 Little Tricks to Make an Impression on your Cell (A.K.A. “Phone”) 5 Little Tricks to Deepen the Relationships You Already Have",,Self-Help,5.0,3.0,McGraw Hill Professional,2009-05-01,337.0,0071545867,9780071545860,,,-6526147845365214083
The Magic of Believing,claude m. bristol,,"""One of the greatest inspirational and motivational books ever written."" — Norman Vincent Peale In this bestselling self-help book, a successful businessman reveals the secrets behind harnessing the unlimited energies of the subconscious. Millions of readers have benefited from these visualization techniques, which show you how to turn your thoughts and dreams into actions that can lead to enhanced income, happier relationships, increased effectiveness, heightened influence, and improved peace of mind. World War I veteran Claude M. Bristol (1891–1951) wrote The Magic of Believing to help former soldiers adjust to civilian life. A pioneer of the New Thought movement and a popular motivational speaker, Bristol addressed those in all walks of life, from politicians and leaders to performers and salespeople. His timeless message of the powers of focused thinking and self-affirmation remains a vital source of inspiration and a practical path to achievement.",,Self-Help,,,Courier Dover Publications,2019-05-15,179.0,0486840247,9780486840246,,,-2203732967271531598
Grow Rich While You Sleep,ben sweetland,,,,,,,,2017-05,,194299155X,9781942991557,,,-2262600960164705024
The Power of Concentration,heron q. dumont,,It is of the utmost value to learn how to concentrate. To make the greatest success of anything you must be able to concentrate your entire thought upon the idea you are working on. The person that is able to concentrate utilizes all constructive thoughts and shuts out all destructive ones. The greatest man would accomplish nothing if he lacked concentration.,,Self-Help,,,Blurb,2019-03-23,112.0,0368480011,9780368480010,,,-2599103733633594375
Last Call,jack h. hedblom,,"“I knew about drunk, but did not know anything about living sober. I hadn’t really been sober for fifteen years. It wasn’t enough that I stopped drinking. I had to learn how to live.” The journey from alcoholic insanity to sobriety—and the pivotal role of Alcoholics Anonymous (AA) in navigating that transition—is the focus of Last Call. Using powerful first-person narratives like the one above (composites of many anonymous speakers), psychotherapist Jack H. Hedblom provides compelling insights into the minds and hearts of addicted drinkers, from bizarre behavior and denial to the moment of “hitting bottom” and seeking change. Hedblom covers the process of getting sober, from diagnosis to detox to sobriety. He focuses on the challenge of learning to live without drinking—a long-term goal, Hedblom asserts, that is best achieved by regular participation in AA. Hedblom’s vivid descriptions reveal AA meetings as gatherings of fellowship, compassion, tears, and laughter. In relating the history of the organization, he describes the role of sponsors, elaborates on the Twelve Steps and the Promises, emphasizes the importance of spiritual development in recovery, and refutes the common misconceptions that equate spirituality with organized religion. Through the stories of people who have escaped the tyranny of alcoholism with the help of AA, Hedblom shows that the road to recovery is a journey of self-discovery, change, and hope.",,Psychology,,,JHU Press,2007-11-30,222.0,0801895987,9780801895982,,,2509436765342971557
The Philosophy of Freedom,rudolf steiner,,"Rudolf Steiner maintains that the only way an individual can achieve personal freedom is through striving to overcome unconscious urges and habits of thought, recognising no limits to knowledge and seeing through all illusions in a spiritual way.",,"Body, Mind & Spirit",,,Martino Fine Books,2012-04,308.0,1614272840,9781614272847,,,-2048423072554377505
Taming the Drunken Monkey,william l. mikulas,,"In today's busy world, the mind can often behave like a drunken monkey—stressed, scattered, and out of control. Instead of falling victim to frustration and anxiety, learn to be calm, focused, and free of unwanted thoughts with this easy-to-use guide to mindfulness. Drawing from Western and Eastern psychology, health systems, and wisdom traditions, Taming the Drunken Monkey provides comprehensive instruction for developing and improving three basic behaviors of the mind: concentration, awareness, and flexibility. Discover the power of breathwork exercises based on yogic pranayama, Chinese medicine, and Western respiratory science. Apply meditation and other mindfulness practices to your life for newfound focus, creativity, body awareness, and spiritual awakening. As you progress from novice to master, you'll effectively enhance the health of your mind, body, and spirit. Praise: ""A wonderful addition to our understanding of the mind and the unfolding journey of discovery.""—Joseph Goldstein, author of Mindfulness: A Practical Guide to Awakening ""In fluid and engaging prose, William Mikulas has written a book that provides a wise and delightful guide to living a mindful life...a helpful, systematic and very practical guide that presents numerous insights and exercises for personal transformation.""—Nirbhay N. Singh, editor of Mindfulness journal ""This book is brimming with wise and compassionate council for everyone from beginner to advanced practitioner...Whether you are interested in quieting your mind, increasing awareness, reducing attachments or opening the heart, you will find just what you need as you continue on your path towards awakening.""—Michael Brant DeMaria, PhD, clinical psychologist and author of Ever Flowing On ""This is, undoubtedly, one of the best mind training manuals that has ever been written...It is a must read book.""—Sompoch Iamsupasit, PhD, professor at Chulalongkorn University in Bangkok ""For everybody who wants to be aware and mindful, attentive and concentrated...Bill Mikulas' book is wholeheartedly recommended.""—G.T. Maurits Kwee, PhD, founder of the Institute for Relational Buddhism & Karma Transformation",,Self-Help,,,Llewellyn Worldwide,2014-06-08,204.0,0738740497,9780738740492,,,-7369667922029649539
The Creative Process,brewster ghiselin,,,,Psychology,,,Signet Book,1952,268.0,,The Creative Processbrewster ghiselin,,,5436121812234742231
Creative Visualization,shakti gawain,,"An introduction and workbook about using mental energy to transform and improve health, prosperity and relationships.",,"Body, Mind & Spirit",,,Skyhorse Publishing,1978,164.0,0931432022,9780931432026,,,-1124394394138373517
The Secret Teachings of All Ages,manly p hall,,"The Secret Teachings of All Ages' is perhaps the most comprehensive and complete esoteric encyclopedia ever written. The sheer scope and ambition of this book are stunning. In this book Manly P. Hall has successfully distilled the essence of more arcane subjects than one would think possible. This book explores the themes underlying ancient mythology, philosophy, and religion. Unrivaled in its beauty and completeness, it distills ancient and modern teachings of nearly 600 experts.",,,,,,2021-07-07,966.0,9390492637,9789390492633,,,3293021466148919671
Optimism,"helen keller, professor of public law european law and international law helen keller",,This Is A New Release Of The Original 1903 Edition.,,,,,"Literary Licensing, LLC",2014-03,76.0,1497941628,9781497941625,,,803679188017394159
Enlightenment Blues,andre van der braak,,"Enlightenment Blues is Andre van der Braak’s compelling first hand account of his relationship with a prominent spiritual teacher. It chronicles both the author’s spiritual journey and disenchantment as well the development of a missionary and controversial community around the teacher. It powerfully exposes the problems and necessities of disentanglement from a spiritual path. “Enlightenment Blues is the account of a young man's sincere and protracted struggle to transform his life according to the teachings of the American guru Andrew Cohen. Ruthlessly honest and unsettling, Andre van der Braak gives a vivid first-hand account of an uncompromising experiment in establishing Indian spirituality in a modern Western setting. This story is essential reading for anyone seeking to understand the allure and pitfalls of surrendering one's authority in the hope of spiritually transforming the world” Stephen Batchelor, Author Buddhism without Beliefs “Narrated with the psychological subtlety and drama of a good novel, Enlightenment Blues is a precise, profound dissection of the guru-devotee relationship. It should be required reading for all who are currently engaged in or considering studying under a spiritual teacher.” John Horgan, author of Rational Mysticism ""A profound contribution. The maturity and balance of this book place it at the front rank of works on contemporary spirituality. All the major themes of the spiritual quest are here - reason versus emotion, the problem of the ego, the guru, self-doubt, the place of altered states. Andre van der Braak has the creative gift of being able to hold opposing ideas in his mind without moving towards premature closure. Hence this heartfelt account of his eleven years in the Cohen movement is a beautiful testament to one man's quest to discover his own reality. Enlightenment Blues deserves the widest readership."" Len Oakes, Prophetic Charisma “Enlightenment Blues is the personal story of one man’s eleven year journey into and out of a group of seekers of enlightenment with a charismatic leader who claims to be an exemplar of perfection. What distinguishes this book are the writer’s insights and honesty in portraying the workings of an authoritarian belief system that operates under the guise of spiritual revelations. Anyone who has ever belonged to such a group, or knows anyone who has, or who wants to understand what the appeals and dangers of surrendering to a guru consist of, would benefit from reading this book.” Joel Kramer, author, The Guru Papers ""Andre van der Braak’s story is our own story. We walked the ‘yellow brick road’ whether it was Zen or Yoga or Advaita. We desperately wished for or found a Guru who could help us find our way home and we wholly gave ourselves. Andre’s talk of it is fresh and innocent. He takes us by the hand through a hazardous trail. Neither bitter nor estranged, nor having lost his passion for the way, he remembers with us what really happened, and why.” Orit Sen-Gupta, Author, Dancing the Body of Light – The Future of Yoga Andre van der Braak lived in Andrew Cohen’s spiritual community for 11 years, an involvement initiated shortly after Cohen had begun teaching. He was one of the original editors for “What is Enlightenment Magazine”. He was also an editor for Cohen’s first teaching text, Enlightenment is a Secret, which entailed reading over 4,000 pages of transcribed talks, and editing them into book form. Today, he lives in Amsterdam where he teaches philosophy at the University of Amsterdam and at Luzac College in Alkmaar.",,Religion,,,Monkfish Book Publishing,2016-12-18,239.0,1939681758,9781939681751,,,-4464181666593142103
Traumatic Stress,"bessel a. van der kolk, alexander c. mcfarlane, lars weis?th",,"This book should be of value to all mental health professionals, researchers, and students interested in traumatic stress, as well as legal professionals dealing with PTSD-related issues.",,Psychology,3.0,1.0,Guilford Press,1996-05-03,632.0,1572300884,9781572300880,,,2610347545084964543
The Science of Getting Rich,w. d. wattles,,,,Success,,,,1990-06-01,157.0,0914295934,9780914295938,,,-3498394299753102239
Zanoni,"edward bulwer-lytton, edward bulwer lytton lytton, bar",,"""Zanoni"" is a book about two immortals and their lives during immortality. One being is the cold, calm, heartless, void of all passion; more intellect than man. The other is his pupil, Zanoni, the eternal youth with absolute power and knowledge, and all the capacity to love and be loved and because of that love, despair. Due to his love for his wife and child, he is compelled to remove himself from his exalted position and take on the mortal position as a human. However his teacher, Mejnour, is left behind to live immortal, alone.",,,,,NuVision Publications,2007-07,0.0,1595478779,9781595478771,,,7835776162563801066
Creativity in the Classroom,alane j. starko,,"Creativity in the Classroom, Fifth Edition, helps teachers apply up-to-date research on creativity to their everyday classroom practice. Early chapters explore theories of creativity and talent development, while later chapters focus on practice, providing plentiful real-world applicationse"" from strategies designed to teach creative thinking to guidelines for teaching core content in ways that support student creativity. Attention is also given to classroom organization, motivation, and assessment. New to this edition: eCommon Core State Standardse""Updated coverage includes guidelines for teaching for creativity within a culture of educational standards. eTechnologye""Each chapter now includes tips for teaching with technology in ways that support creativity. eAssessmente""A new, full chapter on assessment provides strategies for assessing creativity and ideas for classroom assessment that support creativity. eCreativity in the Classroom Modelse""New graphics highlight the relationships among creativity, learning for understanding, and motivation. The 5th edition of this well-loved text continues in the tradition of its predecessors, providing both theoretical and practical material that will be useful to teachers for years to come.",,Creative thinking,,,,2014,0.0,0415532019,9780415532013,,,7701735438781369850
Breaking Creed,alex kava,,"Ryder Creed and his dogs have been making national headlines after intercepting several major drug stashes being smuggled through Atlanta's airport. But their newfound celebrity has also garnered some unwanted attention. When Creed and one of his dogs are called in to search a commercial fishing vessel, they discover a secret compartment. But the Colombian cartels' latest shipment isn't drugs. This time, its cargo is human. To make matters worse, Creed helps one of the cartel's drug mules escape - a fourteen-year-old girl who reminds him of his younger sister who disappeared fifteen years ago. Meanwhile, FBI agent Maggie O'Dell is investigating a series of murders - the victims tortured, killed, and dumped in the Potomac River. Maggie suspects they are the work of a cunning and brutal assassin. But by the time she uncovers a hit list with Creed's name on it, it might be too late...",,Fiction,,,Orbit Books,2015-01-27,320.0,0751555797,9780751555790,,,2857880340161465623
Patriot Games,tom clancy,,,,Fiction,,,HarperCollins UK,1988,10.0,0006174558,9780006174554,,,-1738398404889916766
Casino Royale,"ian fleming, david (read by) rintoul",,,,,,,,1988,,,"Casino Royaleian fleming, david (read by) rintoul",,,-6109351981793473968
Island,richard laymon,,,,Thriller,,,,1988,346.0,,Islandrichard laymon,,,4401265495140360850
A Song of Shadows,john connolly,,"Grievously wounded private detective Charlie Parker investigates a case that has its origins in a Nazi concentration camp during the Second World War. Broken, but undeterred, private detective Charlie Parker faces the darkest of dark forces in a case with its roots in the second world war, and a concentration camp unlike any other . . . Recovering from a near-fatal shooting and tormented by memories of a world beyond this one, Parker has retreated to the small Maine town of Boreas to recover. There he befriends a widow named Ruth Winter and her young daughter, Amanda. But Ruth has her secrets. She is hiding from the past, and the forces that threaten her have their origins in the Second World War, in a town called Lubko and a concentration camp unlike any other. Old atrocities are about to be unearthed, and old sinners will kill to hide their sins. Now Parker is about to risk his life to defend a woman he barely knows, one who fears him almost as much as she fears those who are coming for her. His enemies believe him to be vulnerable. Fearful. Solitary. But they are wrong. Parker is far from afraid, and far from alone. For something is emerging from the shadows . . .",,"Parker, Charlie ""Bird"" (Fictitious character)",,,,2015-03-24,441.0,1444751492,9781444751499,,,-7311719988161598860
The Princess Bride,william goldman,,"William Goldman's cult classic, a story of pirates, evil princes, sorcerers and of course - true love!",,Fiction,,,Bloomsbury Publishing,1999-01-01,416.0,0747545189,9780747545187,,,1766424411445644793
Four Blind Mice,james patterson,,"Alex Cross is plunged into a case where military codes of honor conceal dark currents of revenge and ambition, and the men controlling the moves have the best weapons and training the world can offer.",,Fiction,,,"Hachette Digital, Inc.",2002,412.0,0316693006,9780316693004,,,2400020078629373526
Medusa,"clive cussler, paul kemprecos",,"Kurt Austin puts the NUMAA team on a case involving a hideous series of medical experiments, an extraordinarily ambitious Chinese criminal organization, and a secret new virus that threatens to set off a worlwide pandemic.",,Fiction,,,G.P. Putnam's Sons,2010-05-25,530.0,0425235092,9780425235096,,,-2026666315940729058
The Cambridge Companion to Debussy,simon trezise,,"Often considered the father of twentieth-century music, Debussy was a visionary whose influence is still felt. This Companion offers new insights into Debussy's character, his environment and his music, including challenging views of the roles of nature and eroticism in his life and music. While works in all genres are discussed, they are considered through the themes of sonority, rhythm, tonality and form, with closing chapters considering the performance and reception of his music in the first years of the new century.",,Music,,,Cambridge University Press,2011-09-28,0.0,0511998767,9780511998768,,,2042602283635813260
The Growth of Music,henry cope colles,,This short history of music from the late Middle Ages to the beginning of the twentieth century provides a detailed description of the most important composers of each period.,,Language Arts & Disciplines,,,"Oxford University Press, USA",1978,550.0,,The Growth of Musichenry cope colles,,,-2094544950203838070
Verdi's Shakespeare,garry wills,,"A dazzling study of the operas Verdi adapted from Shakespeare- and a spellbinding account of their creation. In Verdi's Shakespeare, Pulitzer Prize winner and lifelong opera devotee Garry Wills explores the writing and staging of Verdi's three triumphant Shakespearian operas: Macbeth, Othello, and Falstaff. An Italian composer who couldn't read a word of English but adored Shakespeare, Verdi devoted himself to operatic productions that authentically incorporated the playwright's texts. Wills delves into the fast-paced worlds of these men of the theater, focusing on the intense working relationships both Shakespeare and Verdi had with the performers and producers of their works. We see Verdi study the Shakespearean dramaturgy as he obsessively corresponds with his chosen librettists, handpicks the singers he feels are best- suited to the roles, and coaches them intensely. With fascinating portraits of these artistic giants and their entourages, sharp insights into music and theater, and telling historical details, Verdi's Shakespeare re-creates the conditions that allowed Verdi to complete his masterworks and illuminates the very nature of artistic creation.",,Music,,,Penguin,2011-10-13,189.0,1101545208,9781101545201,,,-3232505157032669591
